counter,block_x,block_y,block_z,block_type,bot_x,bot_y,bot_z,bot_pitch,bot_yaw
1627,1,3,0,2,0.5,2.001,-9.5,0,180
1628,2,3,0,2,0.5,2.001,-9.5,0,180
1629,3,3,0,2,0.5,2.001,-9.5,0,180
1630,4,3,0,2,0.5,2.001,-9.5,0,180
1631,5,3,0,2,0.5,2.001,-9.5,0,180
1632,6,3,0,2,0.5,2.001,-9.5,0,180
1633,7,3,0,2,0.5,2.001,-9.5,0,180
1634,8,3,0,2,0.5,2.001,-9.5,0,180
1635,9,3,0,2,0.5,2.001,-9.5,0,180
1636,10,3,0,2,0.5,2.001,-9.5,0,180
1637,-10,4,0,2,0.5,2.001,-9.5,0,180
1638,-9,4,0,2,0.5,2.001,-9.5,0,180
1639,-8,4,0,2,0.5,2.001,-9.5,0,180
1640,-7,4,0,2,0.5,2.001,-9.5,0,180
1641,-6,4,0,2,0.5,2.001,-9.5,0,180
1642,-5,4,0,2,0.5,2.001,-9.5,0,180
1643,-4,4,0,2,0.5,2.001,-9.5,0,180
1644,-3,4,0,2,0.5,2.001,-9.5,0,180
1645,-2,4,0,2,0.5,2.001,-9.5,0,180
1646,-1,4,0,2,0.5,2.001,-9.5,0,180
1647,0,4,0,2,0.5,2.001,-9.5,0,180
1648,1,4,0,2,0.5,2.001,-9.5,0,180
1649,2,4,0,2,0.5,2.001,-9.5,0,180
1650,3,4,0,2,0.5,2.001,-9.5,0,180
1651,4,4,0,2,0.5,2.001,-9.5,0,180
1652,5,4,0,2,0.5,2.001,-9.5,0,180
1653,6,4,0,2,0.5,2.001,-9.5,0,180
1654,7,4,0,2,0.5,2.001,-9.5,0,180
1655,8,4,0,2,0.5,2.001,-9.5,0,180
1656,9,4,0,2,0.5,2.001,-9.5,0,180
1657,10,4,0,2,0.5,2.001,-9.5,0,180
1658,-10,5,0,2,0.5,2.001,-9.5,0,180
1659,-9,5,0,2,0.5,2.001,-9.5,0,180
1660,-8,5,0,2,0.5,2.001,-9.5,0,180
1661,-7,5,0,2,0.5,2.001,-9.5,0,180
1662,-6,5,0,2,0.5,2.001,-9.5,0,180
1663,-5,5,0,2,0.5,2.001,-9.5,0,180
1664,-4,5,0,2,0.5,2.001,-9.5,0,180
1665,-3,5,0,2,0.5,2.001,-9.5,0,180
1666,-2,5,0,2,0.5,2.001,-9.5,0,180
1667,-1,5,0,2,0.5,2.001,-9.5,0,180
1668,0,5,0,2,0.5,2.001,-9.5,0,180
1669,1,5,0,2,0.5,2.001,-9.5,0,180
1670,2,5,0,2,0.5,2.001,-9.5,0,180
1671,3,5,0,2,0.5,2.001,-9.5,0,180
1672,4,5,0,2,0.5,2.001,-9.5,0,180
1673,5,5,0,2,0.5,2.001,-9.5,0,180
1674,6,5,0,2,0.5,2.001,-9.5,0,180
1675,7,5,0,2,0.5,2.001,-9.5,0,180
1676,8,5,0,2,0.5,2.001,-9.5,0,180
1677,9,5,0,2,0.5,2.001,-9.5,0,180
1678,10,5,0,2,0.5,2.001,-9.5,0,180
1679,-10,6,0,2,0.5,2.001,-9.5,0,180
1680,-9,6,0,2,0.5,2.001,-9.5,0,180
1681,-8,6,0,2,0.5,2.001,-9.5,0,180
1682,-7,6,0,2,0.5,2.001,-9.5,0,180
1683,-6,6,0,2,0.5,2.001,-9.5,0,180
1684,-5,6,0,2,0.5,2.001,-9.5,0,180
1685,-4,6,0,2,0.5,2.001,-9.5,0,180
1686,-3,6,0,2,0.5,2.001,-9.5,0,180
1687,-2,6,0,2,0.5,2.001,-9.5,0,180
1688,-1,6,0,2,0.5,2.001,-9.5,0,180
1689,0,6,0,2,0.5,2.001,-9.5,0,180
1690,1,6,0,2,0.5,2.001,-9.5,0,180
1691,2,6,0,2,0.5,2.001,-9.5,0,180
1692,3,6,0,2,0.5,2.001,-9.5,0,180
1693,4,6,0,2,0.5,2.001,-9.5,0,180
1694,5,6,0,2,0.5,2.001,-9.5,0,180
1695,6,6,0,2,0.5,2.001,-9.5,0,180
1696,7,6,0,2,0.5,2.001,-9.5,0,180
1697,8,6,0,2,0.5,2.001,-9.5,0,180
1698,9,6,0,2,0.5,2.001,-9.5,0,180
1699,10,6,0,2,0.5,2.001,-9.5,0,180
1700,-10,7,0,2,0.5,2.001,-9.5,0,180
1701,-9,7,0,2,0.5,2.001,-9.5,0,180
1702,-8,7,0,2,0.5,2.001,-9.5,0,180
1703,-7,7,0,2,0.5,2.001,-9.5,0,180
1704,-6,7,0,2,0.5,2.001,-9.5,0,180
1705,-5,7,0,2,0.5,2.001,-9.5,0,180
1706,-4,7,0,2,0.5,2.001,-9.5,0,180
1707,-3,7,0,2,0.5,2.001,-9.5,0,180
1708,-2,7,0,2,0.5,2.001,-9.5,0,180
1709,-1,7,0,2,0.5,2.001,-9.5,0,180
1710,0,7,0,2,0.5,2.001,-9.5,0,180
1711,1,7,0,2,0.5,2.001,-9.5,0,180
1712,2,7,0,2,0.5,2.001,-9.5,0,180
1713,3,7,0,2,0.5,2.001,-9.5,0,180
1714,4,7,0,2,0.5,2.001,-9.5,0,180
1715,5,7,0,2,0.5,2.001,-9.5,0,180
1716,6,7,0,2,0.5,2.001,-9.5,0,180
1717,7,7,0,2,0.5,2.001,-9.5,0,180
1718,8,7,0,2,0.5,2.001,-9.5,0,180
1719,9,7,0,2,0.5,2.001,-9.5,0,180
1720,10,7,0,2,0.5,2.001,-9.5,0,180
1721,-10,8,0,2,0.5,2.001,-9.5,0,180
1722,-9,8,0,2,0.5,2.001,-9.5,0,180
1723,-8,8,0,2,0.5,2.001,-9.5,0,180
1724,-7,8,0,2,0.5,2.001,-9.5,0,180
1725,-6,8,0,2,0.5,2.001,-9.5,0,180
1726,-5,8,0,2,0.5,2.001,-9.5,0,180
1727,-4,8,0,2,0.5,2.001,-9.5,0,180
1728,-3,8,0,2,0.5,2.001,-9.5,0,180
1729,-2,8,0,2,0.5,2.001,-9.5,0,180
1730,-1,8,0,2,0.5,2.001,-9.5,0,180
1731,0,8,0,2,0.5,2.001,-9.5,0,180
1732,1,8,0,2,0.5,2.001,-9.5,0,180
1733,2,8,0,2,0.5,2.001,-9.5,0,180
1734,3,8,0,2,0.5,2.001,-9.5,0,180
1735,4,8,0,2,0.5,2.001,-9.5,0,180
1736,5,8,0,2,0.5,2.001,-9.5,0,180
1737,6,8,0,2,0.5,2.001,-9.5,0,180
1738,7,8,0,2,0.5,2.001,-9.5,0,180
1739,8,8,0,2,0.5,2.001,-9.5,0,180
1740,9,8,0,2,0.5,2.001,-9.5,0,180
1741,10,8,0,2,0.5,2.001,-9.5,0,180
1742,-10,9,0,2,0.5,2.001,-9.5,0,180
1743,-9,9,0,2,0.5,2.001,-9.5,0,180
1744,-8,9,0,2,0.5,2.001,-9.5,0,180
1745,-7,9,0,2,0.5,2.001,-9.5,0,180
1746,-6,9,0,2,0.5,2.001,-9.5,0,180
1747,-5,9,0,2,0.5,2.001,-9.5,0,180
1748,-4,9,0,2,0.5,2.001,-9.5,0,180
1749,-3,9,0,2,0.5,2.001,-9.5,0,180
1750,-2,9,0,2,0.5,2.001,-9.5,0,180
1751,-1,9,0,2,0.5,2.001,-9.5,0,180
1752,0,9,0,2,0.5,2.001,-9.5,0,180
1753,1,9,0,2,0.5,2.001,-9.5,0,180
1754,2,9,0,2,0.5,2.001,-9.5,0,180
1755,3,9,0,2,0.5,2.001,-9.5,0,180
1756,4,9,0,2,0.5,2.001,-9.5,0,180
1757,5,9,0,2,0.5,2.001,-9.5,0,180
1758,6,9,0,2,0.5,2.001,-9.5,0,180
1759,7,9,0,2,0.5,2.001,-9.5,0,180
1760,8,9,0,2,0.5,2.001,-9.5,0,180
1761,9,9,0,2,0.5,2.001,-9.5,0,180
1762,10,9,0,2,0.5,2.001,-9.5,0,180
1763,-10,3,1,2,0.5,2.001,-9.5,0,180
1764,-9,3,1,2,0.5,2.001,-9.5,0,180
1765,-8,3,1,2,0.5,2.001,-9.5,0,180
1766,-7,3,1,2,0.5,2.001,-9.5,0,180
1767,-6,3,1,2,0.5,2.001,-9.5,0,180
1768,-5,3,1,2,0.5,2.001,-9.5,0,180
1769,-4,3,1,2,0.5,2.001,-9.5,0,180
1770,-3,3,1,2,0.5,2.001,-9.5,0,180
1771,-2,3,1,2,0.5,2.001,-9.5,0,180
1772,-1,3,1,2,0.5,2.001,-9.5,0,180
1773,0,3,1,2,0.5,2.001,-9.5,0,180
1774,1,3,1,2,0.5,2.001,-9.5,0,180
1775,2,3,1,2,0.5,2.001,-9.5,0,180
1776,3,3,1,2,0.5,2.001,-9.5,0,180
1777,4,3,1,2,0.5,2.001,-9.5,0,180
1778,5,3,1,2,0.5,2.001,-9.5,0,180
1779,6,3,1,2,0.5,2.001,-9.5,0,180
1780,7,3,1,2,0.5,2.001,-9.5,0,180
1781,8,3,1,2,0.5,2.001,-9.5,0,180
1782,9,3,1,2,0.5,2.001,-9.5,0,180
1783,10,3,1,2,0.5,2.001,-9.5,0,180
1784,-10,4,1,2,0.5,2.001,-9.5,0,180
1785,-9,4,1,2,0.5,2.001,-9.5,0,180
1786,-8,4,1,2,0.5,2.001,-9.5,0,180
1787,-7,4,1,2,0.5,2.001,-9.5,0,180
1788,-6,4,1,2,0.5,2.001,-9.5,0,180
1789,-5,4,1,2,0.5,2.001,-9.5,0,180
1790,-4,4,1,2,0.5,2.001,-9.5,0,180
1791,-3,4,1,2,0.5,2.001,-9.5,0,180
1792,-2,4,1,2,0.5,2.001,-9.5,0,180
1793,-1,4,1,2,0.5,2.001,-9.5,0,180
1794,0,4,1,2,0.5,2.001,-9.5,0,180
1795,1,4,1,2,0.5,2.001,-9.5,0,180
1796,2,4,1,2,0.5,2.001,-9.5,0,180
1797,3,4,1,2,0.5,2.001,-9.5,0,180
1798,4,4,1,2,0.5,2.001,-9.5,0,180
1799,5,4,1,2,0.5,2.001,-9.5,0,180
1800,6,4,1,2,0.5,2.001,-9.5,0,180
1801,7,4,1,2,0.5,2.001,-9.5,0,180
1802,8,4,1,2,0.5,2.001,-9.5,0,180
1803,9,4,1,2,0.5,2.001,-9.5,0,180
1804,10,4,1,2,0.5,2.001,-9.5,0,180
1805,-10,5,1,2,0.5,2.001,-9.5,0,180
1806,-9,5,1,2,0.5,2.001,-9.5,0,180
1807,-8,5,1,2,0.5,2.001,-9.5,0,180
1808,-7,5,1,2,0.5,2.001,-9.5,0,180
1809,-6,5,1,2,0.5,2.001,-9.5,0,180
1810,-5,5,1,2,0.5,2.001,-9.5,0,180
1811,-4,5,1,2,0.5,2.001,-9.5,0,180
1812,-3,5,1,2,0.5,2.001,-9.5,0,180
1813,-2,5,1,2,0.5,2.001,-9.5,0,180
1814,-1,5,1,2,0.5,2.001,-9.5,0,180
1815,0,5,1,2,0.5,2.001,-9.5,0,180
1816,1,5,1,2,0.5,2.001,-9.5,0,180
1817,2,5,1,2,0.5,2.001,-9.5,0,180
1818,3,5,1,2,0.5,2.001,-9.5,0,180
1819,4,5,1,2,0.5,2.001,-9.5,0,180
1820,5,5,1,2,0.5,2.001,-9.5,0,180
1821,6,5,1,2,0.5,2.001,-9.5,0,180
1822,7,5,1,2,0.5,2.001,-9.5,0,180
1823,8,5,1,2,0.5,2.001,-9.5,0,180
1824,9,5,1,2,0.5,2.001,-9.5,0,180
1825,10,5,1,2,0.5,2.001,-9.5,0,180
1826,-10,6,1,2,0.5,2.001,-9.5,0,180
1827,-9,6,1,2,0.5,2.001,-9.5,0,180
1828,-8,6,1,2,0.5,2.001,-9.5,0,180
1829,-7,6,1,2,0.5,2.001,-9.5,0,180
1830,-6,6,1,2,0.5,2.001,-9.5,0,180
1831,-5,6,1,2,0.5,2.001,-9.5,0,180
1832,-4,6,1,2,0.5,2.001,-9.5,0,180
1833,-3,6,1,2,0.5,2.001,-9.5,0,180
1834,-2,6,1,2,0.5,2.001,-9.5,0,180
1835,-1,6,1,2,0.5,2.001,-9.5,0,180
1836,0,6,1,2,0.5,2.001,-9.5,0,180
1837,1,6,1,2,0.5,2.001,-9.5,0,180
1838,2,6,1,2,0.5,2.001,-9.5,0,180
1839,3,6,1,2,0.5,2.001,-9.5,0,180
1840,4,6,1,2,0.5,2.001,-9.5,0,180
1841,5,6,1,2,0.5,2.001,-9.5,0,180
1842,6,6,1,2,0.5,2.001,-9.5,0,180
1843,7,6,1,2,0.5,2.001,-9.5,0,180
1844,8,6,1,2,0.5,2.001,-9.5,0,180
1845,9,6,1,2,0.5,2.001,-9.5,0,180
1846,10,6,1,2,0.5,2.001,-9.5,0,180
1847,-10,7,1,2,0.5,2.001,-9.5,0,180
1848,-9,7,1,2,0.5,2.001,-9.5,0,180
1849,-8,7,1,2,0.5,2.001,-9.5,0,180
1850,-7,7,1,2,0.5,2.001,-9.5,0,180
1851,-6,7,1,2,0.5,2.001,-9.5,0,180
1852,-5,7,1,2,0.5,2.001,-9.5,0,180
1853,-4,7,1,2,0.5,2.001,-9.5,0,180
1854,-3,7,1,2,0.5,2.001,-9.5,0,180
1855,-2,7,1,2,0.5,2.001,-9.5,0,180
1856,-1,7,1,2,0.5,2.001,-9.5,0,180
1857,0,7,1,2,0.5,2.001,-9.5,0,180
1858,1,7,1,2,0.5,2.001,-9.5,0,180
1859,2,7,1,2,0.5,2.001,-9.5,0,180
1860,3,7,1,2,0.5,2.001,-9.5,0,180
1861,4,7,1,2,0.5,2.001,-9.5,0,180
1862,5,7,1,2,0.5,2.001,-9.5,0,180
1863,6,7,1,2,0.5,2.001,-9.5,0,180
1864,7,7,1,2,0.5,2.001,-9.5,0,180
1865,8,7,1,2,0.5,2.001,-9.5,0,180
1866,9,7,1,2,0.5,2.001,-9.5,0,180
1867,10,7,1,2,0.5,2.001,-9.5,0,180
1868,-10,8,1,2,0.5,2.001,-9.5,0,180
1869,-9,8,1,2,0.5,2.001,-9.5,0,180
1870,-8,8,1,2,0.5,2.001,-9.5,0,180
1871,-7,8,1,2,0.5,2.001,-9.5,0,180
1872,-6,8,1,2,0.5,2.001,-9.5,0,180
1873,-5,8,1,2,0.5,2.001,-9.5,0,180
1874,-4,8,1,2,0.5,2.001,-9.5,0,180
1875,-3,8,1,2,0.5,2.001,-9.5,0,180
1876,-2,8,1,2,0.5,2.001,-9.5,0,180
1877,-1,8,1,2,0.5,2.001,-9.5,0,180
1878,0,8,1,2,0.5,2.001,-9.5,0,180
1879,1,8,1,2,0.5,2.001,-9.5,0,180
1880,2,8,1,2,0.5,2.001,-9.5,0,180
1881,3,8,1,2,0.5,2.001,-9.5,0,180
1882,4,8,1,2,0.5,2.001,-9.5,0,180
1883,5,8,1,2,0.5,2.001,-9.5,0,180
1884,6,8,1,2,0.5,2.001,-9.5,0,180
1885,7,8,1,2,0.5,2.001,-9.5,0,180
1886,8,8,1,2,0.5,2.001,-9.5,0,180
1887,9,8,1,2,0.5,2.001,-9.5,0,180
1888,10,8,1,2,0.5,2.001,-9.5,0,180
1889,-10,9,1,2,0.5,2.001,-9.5,0,180
1890,-9,9,1,2,0.5,2.001,-9.5,0,180
1891,-8,9,1,2,0.5,2.001,-9.5,0,180
1892,-7,9,1,2,0.5,2.001,-9.5,0,180
1893,-6,9,1,2,0.5,2.001,-9.5,0,180
1894,-5,9,1,2,0.5,2.001,-9.5,0,180
1895,-4,9,1,2,0.5,2.001,-9.5,0,180
1896,-3,9,1,2,0.5,2.001,-9.5,0,180
1897,-2,9,1,2,0.5,2.001,-9.5,0,180
1898,-1,9,1,2,0.5,2.001,-9.5,0,180
1899,0,9,1,2,0.5,2.001,-9.5,0,180
1900,1,9,1,2,0.5,2.001,-9.5,0,180
1901,2,9,1,2,0.5,2.001,-9.5,0,180
1902,3,9,1,2,0.5,2.001,-9.5,0,180
1903,4,9,1,2,0.5,2.001,-9.5,0,180
1904,5,9,1,2,0.5,2.001,-9.5,0,180
1905,6,9,1,2,0.5,2.001,-9.5,0,180
1906,7,9,1,2,0.5,2.001,-9.5,0,180
1907,8,9,1,2,0.5,2.001,-9.5,0,180
1908,9,9,1,2,0.5,2.001,-9.5,0,180
1909,10,9,1,2,0.5,2.001,-9.5,0,180
1910,-10,3,2,2,0.5,2.001,-9.5,0,180
1911,-9,3,2,2,0.5,2.001,-9.5,0,180
1912,-8,3,2,2,0.5,2.001,-9.5,0,180
1913,-7,3,2,2,0.5,2.001,-9.5,0,180
1914,-6,3,2,2,0.5,2.001,-9.5,0,180
1915,-5,3,2,2,0.5,2.001,-9.5,0,180
1916,-4,3,2,2,0.5,2.001,-9.5,0,180
1917,-3,3,2,2,0.5,2.001,-9.5,0,180
1918,-2,3,2,2,0.5,2.001,-9.5,0,180
1919,-1,3,2,2,0.5,2.001,-9.5,0,180
1920,0,3,2,2,0.5,2.001,-9.5,0,180
1921,1,3,2,2,0.5,2.001,-9.5,0,180
1922,2,3,2,2,0.5,2.001,-9.5,0,180
1923,3,3,2,2,0.5,2.001,-9.5,0,180
1924,4,3,2,2,0.5,2.001,-9.5,0,180
1925,5,3,2,2,0.5,2.001,-9.5,0,180
1926,6,3,2,2,0.5,2.001,-9.5,0,180
1927,7,3,2,2,0.5,2.001,-9.5,0,180
1928,8,3,2,2,0.5,2.001,-9.5,0,180
1929,9,3,2,2,0.5,2.001,-9.5,0,180
1930,10,3,2,2,0.5,2.001,-9.5,0,180
1931,-10,4,2,2,0.5,2.001,-9.5,0,180
1932,-9,4,2,2,0.5,2.001,-9.5,0,180
1933,-8,4,2,2,0.5,2.001,-9.5,0,180
1934,-7,4,2,2,0.5,2.001,-9.5,0,180
1935,-6,4,2,2,0.5,2.001,-9.5,0,180
1936,-5,4,2,2,0.5,2.001,-9.5,0,180
1937,-4,4,2,2,0.5,2.001,-9.5,0,180
1938,-3,4,2,2,0.5,2.001,-9.5,0,180
1939,-2,4,2,2,0.5,2.001,-9.5,0,180
1940,-1,4,2,2,0.5,2.001,-9.5,0,180
1941,0,4,2,2,0.5,2.001,-9.5,0,180
1942,1,4,2,2,0.5,2.001,-9.5,0,180
1943,2,4,2,2,0.5,2.001,-9.5,0,180
1944,3,4,2,2,0.5,2.001,-9.5,0,180
1945,4,4,2,2,0.5,2.001,-9.5,0,180
1946,5,4,2,2,0.5,2.001,-9.5,0,180
1947,6,4,2,2,0.5,2.001,-9.5,0,180
1948,7,4,2,2,0.5,2.001,-9.5,0,180
1949,8,4,2,2,0.5,2.001,-9.5,0,180
1950,9,4,2,2,0.5,2.001,-9.5,0,180
1951,10,4,2,2,0.5,2.001,-9.5,0,180
1952,-10,5,2,2,0.5,2.001,-9.5,0,180
1953,-9,5,2,2,0.5,2.001,-9.5,0,180
1954,-8,5,2,2,0.5,2.001,-9.5,0,180
1955,-7,5,2,2,0.5,2.001,-9.5,0,180
1956,-6,5,2,2,0.5,2.001,-9.5,0,180
1957,-5,5,2,2,0.5,2.001,-9.5,0,180
1958,-4,5,2,2,0.5,2.001,-9.5,0,180
1959,-3,5,2,2,0.5,2.001,-9.5,0,180
1960,-2,5,2,2,0.5,2.001,-9.5,0,180
1961,-1,5,2,2,0.5,2.001,-9.5,0,180
1962,0,5,2,2,0.5,2.001,-9.5,0,180
1963,1,5,2,2,0.5,2.001,-9.5,0,180
1964,2,5,2,2,0.5,2.001,-9.5,0,180
1965,3,5,2,2,0.5,2.001,-9.5,0,180
1966,4,5,2,2,0.5,2.001,-9.5,0,180
1967,5,5,2,2,0.5,2.001,-9.5,0,180
1968,6,5,2,2,0.5,2.001,-9.5,0,180
1969,7,5,2,2,0.5,2.001,-9.5,0,180
1970,8,5,2,2,0.5,2.001,-9.5,0,180
1971,9,5,2,2,0.5,2.001,-9.5,0,180
1972,10,5,2,2,0.5,2.001,-9.5,0,180
1973,-10,6,2,2,0.5,2.001,-9.5,0,180
1974,-9,6,2,2,0.5,2.001,-9.5,0,180
1975,-8,6,2,2,0.5,2.001,-9.5,0,180
1976,-7,6,2,2,0.5,2.001,-9.5,0,180
1977,-6,6,2,2,0.5,2.001,-9.5,0,180
1978,-5,6,2,2,0.5,2.001,-9.5,0,180
1979,-4,6,2,2,0.5,2.001,-9.5,0,180
1980,-3,6,2,2,0.5,2.001,-9.5,0,180
1981,-2,6,2,2,0.5,2.001,-9.5,0,180
1982,-1,6,2,2,0.5,2.001,-9.5,0,180
1983,0,6,2,2,0.5,2.001,-9.5,0,180
1984,1,6,2,2,0.5,2.001,-9.5,0,180
1985,2,6,2,2,0.5,2.001,-9.5,0,180
1986,3,6,2,2,0.5,2.001,-9.5,0,180
1987,4,6,2,2,0.5,2.001,-9.5,0,180
1988,5,6,2,2,0.5,2.001,-9.5,0,180
1989,6,6,2,2,0.5,2.001,-9.5,0,180
1990,7,6,2,2,0.5,2.001,-9.5,0,180
1991,8,6,2,2,0.5,2.001,-9.5,0,180
1992,9,6,2,2,0.5,2.001,-9.5,0,180
1993,10,6,2,2,0.5,2.001,-9.5,0,180
1994,-10,7,2,2,0.5,2.001,-9.5,0,180
1995,-9,7,2,2,0.5,2.001,-9.5,0,180
1996,-8,7,2,2,0.5,2.001,-9.5,0,180
1997,-7,7,2,2,0.5,2.001,-9.5,0,180
1998,-6,7,2,2,0.5,2.001,-9.5,0,180
1999,-5,7,2,2,0.5,2.001,-9.5,0,180
2000,-4,7,2,2,0.5,2.001,-9.5,0,180
2001,-3,7,2,2,0.5,2.001,-9.5,0,180
2002,-2,7,2,2,0.5,2.001,-9.5,0,180
2003,-1,7,2,2,0.5,2.001,-9.5,0,180
2004,0,7,2,2,0.5,2.001,-9.5,0,180
2005,1,7,2,2,0.5,2.001,-9.5,0,180
2006,2,7,2,2,0.5,2.001,-9.5,0,180
2007,3,7,2,2,0.5,2.001,-9.5,0,180
2008,4,7,2,2,0.5,2.001,-9.5,0,180
2009,5,7,2,2,0.5,2.001,-9.5,0,180
2010,6,7,2,2,0.5,2.001,-9.5,0,180
2011,7,7,2,2,0.5,2.001,-9.5,0,180
2012,8,7,2,2,0.5,2.001,-9.5,0,180
2013,9,7,2,2,0.5,2.001,-9.5,0,180
2014,10,7,2,2,0.5,2.001,-9.5,0,180
2015,-10,8,2,2,0.5,2.001,-9.5,0,180
2016,-9,8,2,2,0.5,2.001,-9.5,0,180
2017,-8,8,2,2,0.5,2.001,-9.5,0,180
2018,-7,8,2,2,0.5,2.001,-9.5,0,180
2019,-6,8,2,2,0.5,2.001,-9.5,0,180
2020,-5,8,2,2,0.5,2.001,-9.5,0,180
2021,-4,8,2,2,0.5,2.001,-9.5,0,180
2022,-3,8,2,2,0.5,2.001,-9.5,0,180
2023,-2,8,2,2,0.5,2.001,-9.5,0,180
2024,-1,8,2,2,0.5,2.001,-9.5,0,180
2025,0,8,2,2,0.5,2.001,-9.5,0,180
2026,1,8,2,2,0.5,2.001,-9.5,0,180
2027,2,8,2,2,0.5,2.001,-9.5,0,180
2028,3,8,2,2,0.5,2.001,-9.5,0,180
2029,4,8,2,2,0.5,2.001,-9.5,0,180
2030,5,8,2,2,0.5,2.001,-9.5,0,180
2031,6,8,2,2,0.5,2.001,-9.5,0,180
2032,7,8,2,2,0.5,2.001,-9.5,0,180
2033,8,8,2,2,0.5,2.001,-9.5,0,180
2034,9,8,2,2,0.5,2.001,-9.5,0,180
2035,10,8,2,2,0.5,2.001,-9.5,0,180
2036,-10,9,2,2,0.5,2.001,-9.5,0,180
2037,-9,9,2,2,0.5,2.001,-9.5,0,180
2038,-8,9,2,2,0.5,2.001,-9.5,0,180
2039,-7,9,2,2,0.5,2.001,-9.5,0,180
2040,-6,9,2,2,0.5,2.001,-9.5,0,180
2041,-5,9,2,2,0.5,2.001,-9.5,0,180
2042,-4,9,2,2,0.5,2.001,-9.5,0,180
2043,-3,9,2,2,0.5,2.001,-9.5,0,180
2044,-2,9,2,2,0.5,2.001,-9.5,0,180
2045,-1,9,2,2,0.5,2.001,-9.5,0,180
2046,0,9,2,2,0.5,2.001,-9.5,0,180
2047,1,9,2,2,0.5,2.001,-9.5,0,180
2048,2,9,2,2,0.5,2.001,-9.5,0,180
2049,3,9,2,2,0.5,2.001,-9.5,0,180
2050,4,9,2,2,0.5,2.001,-9.5,0,180
2051,5,9,2,2,0.5,2.001,-9.5,0,180
2052,6,9,2,2,0.5,2.001,-9.5,0,180
2053,7,9,2,2,0.5,2.001,-9.5,0,180
2054,8,9,2,2,0.5,2.001,-9.5,0,180
2055,9,9,2,2,0.5,2.001,-9.5,0,180
2056,10,9,2,2,0.5,2.001,-9.5,0,180
2057,-10,3,3,2,0.5,2.001,-9.5,0,180
2058,-9,3,3,2,0.5,2.001,-9.5,0,180
2059,-8,3,3,2,0.5,2.001,-9.5,0,180
2060,-7,3,3,2,0.5,2.001,-9.5,0,180
2061,-6,3,3,2,0.5,2.001,-9.5,0,180
2062,-5,3,3,2,0.5,2.001,-9.5,0,180
2063,-4,3,3,2,0.5,2.001,-9.5,0,180
2064,-3,3,3,2,0.5,2.001,-9.5,0,180
2065,-2,3,3,2,0.5,2.001,-9.5,0,180
2066,-1,3,3,2,0.5,2.001,-9.5,0,180
2067,0,3,3,2,0.5,2.001,-9.5,0,180
2068,1,3,3,2,0.5,2.001,-9.5,0,180
2069,2,3,3,2,0.5,2.001,-9.5,0,180
2070,3,3,3,2,0.5,2.001,-9.5,0,180
2071,4,3,3,2,0.5,2.001,-9.5,0,180
2072,5,3,3,2,0.5,2.001,-9.5,0,180
2073,6,3,3,2,0.5,2.001,-9.5,0,180
2074,7,3,3,2,0.5,2.001,-9.5,0,180
2075,8,3,3,2,0.5,2.001,-9.5,0,180
2076,9,3,3,2,0.5,2.001,-9.5,0,180
2077,10,3,3,2,0.5,2.001,-9.5,0,180
2078,-10,4,3,2,0.5,2.001,-9.5,0,180
2079,-9,4,3,2,0.5,2.001,-9.5,0,180
2080,-8,4,3,2,0.5,2.001,-9.5,0,180
2081,-7,4,3,2,0.5,2.001,-9.5,0,180
2082,-6,4,3,2,0.5,2.001,-9.5,0,180
2083,-5,4,3,2,0.5,2.001,-9.5,0,180
2084,-4,4,3,2,0.5,2.001,-9.5,0,180
2085,-3,4,3,2,0.5,2.001,-9.5,0,180
2086,-2,4,3,2,0.5,2.001,-9.5,0,180
2087,-1,4,3,2,0.5,2.001,-9.5,0,180
2088,0,4,3,2,0.5,2.001,-9.5,0,180
2089,1,4,3,2,0.5,2.001,-9.5,0,180
2090,2,4,3,2,0.5,2.001,-9.5,0,180
2091,3,4,3,2,0.5,2.001,-9.5,0,180
2092,4,4,3,2,0.5,2.001,-9.5,0,180
2093,5,4,3,2,0.5,2.001,-9.5,0,180
2094,6,4,3,2,0.5,2.001,-9.5,0,180
2095,7,4,3,2,0.5,2.001,-9.5,0,180
2096,8,4,3,2,0.5,2.001,-9.5,0,180
2097,9,4,3,2,0.5,2.001,-9.5,0,180
2098,10,4,3,2,0.5,2.001,-9.5,0,180
2099,-10,5,3,2,0.5,2.001,-9.5,0,180
2100,-9,5,3,2,0.5,2.001,-9.5,0,180
2101,-8,5,3,2,0.5,2.001,-9.5,0,180
2102,-7,5,3,2,0.5,2.001,-9.5,0,180
2103,-6,5,3,2,0.5,2.001,-9.5,0,180
2104,-5,5,3,2,0.5,2.001,-9.5,0,180
2105,-4,5,3,2,0.5,2.001,-9.5,0,180
2106,-3,5,3,2,0.5,2.001,-9.5,0,180
2107,-2,5,3,2,0.5,2.001,-9.5,0,180
2108,-1,5,3,2,0.5,2.001,-9.5,0,180
2109,0,5,3,2,0.5,2.001,-9.5,0,180
2110,1,5,3,2,0.5,2.001,-9.5,0,180
2111,2,5,3,2,0.5,2.001,-9.5,0,180
2112,3,5,3,2,0.5,2.001,-9.5,0,180
2113,4,5,3,2,0.5,2.001,-9.5,0,180
2114,5,5,3,2,0.5,2.001,-9.5,0,180
2115,6,5,3,2,0.5,2.001,-9.5,0,180
2116,7,5,3,2,0.5,2.001,-9.5,0,180
